cargs,deri,fgain240,fgain240_o0,fgain240_o1,fgain240_o2,fgain240_o3,"fgain240_p(0, 0.18)","fgain240_p(0.18, 0.5)","fgain240_p(0.5, 0.82)","fgain240_p(0.82, 1)",fgain240_pearson,fgain240_trend100,fgain240_trend101,fgain240_trend20,fgain240_trend200,fgain240_trend201,fgain240_trend21,fgain240_trend2400,fgain240_trend2401,fgain240_trend50,fgain240_trend51,fgain240_trend600,fgain240_trend601,ibase,ts_code
{'freq': '20'},rsi,1.2271392781158317,0.9343856847707773,0.9044544575753566,0.8693209058358414,0.854545835250332,1.1319601844501386,0.8782134544673735,0.8559911189173544,0.9356825522415747,-0.07626806260044908,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pledge_ratio,
{'freq': '240'},rsi,1.2271392781158317,0.8252613214450454,0.846573672744773,0.7308135527202485,0.8051240694279945,0.835528011682143,0.8087303115997424,0.8354570795696923,0.814654542803971,-0.17787435178683925,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pledge_ratio,
{'freq': '5'},rsi,1.2271392781158317,0.9366364052687337,0.8761771521302809,0.8517868478514572,0.8317394573322869,1.158268144782906,0.9083080475707774,0.8652061373299194,0.9276763694597436,-0.07865096084386705,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pledge_ratio,
{'freq': '60'},rsi,1.2271392781158317,0.8765255433843347,0.8956454296541201,0.8965639285407252,0.9342548482448912,1.0309922265392304,0.870760232608939,0.8481633317000838,0.9210847989589024,-0.10041375120275296,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pledge_ratio,
"{'ffreq': '10', 'sfreq': '10'}",apo,1.2271392781158317,1.0015062259418668,,1.0015062259418668,,1.0015062259418668,1.0015062259418668,1.0015062259418668,1.0015062259418668,,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
"{'ffreq': '10', 'sfreq': '2'}",apo,1.2271392781158317,1.001840647325617,0.957347291620344,0.8621755697861812,0.918440188141268,0.9849696257027397,1.0342551401466074,0.9500743408946275,0.9690575836711754,-0.010543268743432916,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
"{'ffreq': '10', 'sfreq': '5'}",apo,1.2271392781158317,1.0018880010813433,0.9193815338873605,0.9319470350321214,0.89178493744164,0.9950957145199081,1.0017674552831424,0.971922655946374,1.003228780790563,-0.011779422337815865,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
"{'ffreq': '2', 'sfreq': '10'}",apo,1.2271392781158317,1.001840647325617,0.957347291620344,0.8621755697861812,0.918440188141268,0.9849696257027397,1.0342551401466074,0.9500743408946275,0.9690575836711754,-0.010543268743432916,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
"{'ffreq': '2', 'sfreq': '2'}",apo,1.2271392781158317,1.000375490552128,,1.000375490552128,,1.000375490552128,1.000375490552128,1.000375490552128,1.000375490552128,,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
"{'ffreq': '2', 'sfreq': '5'}",apo,1.2271392781158317,1.0010908560631282,0.9592454372262145,0.8959812552078392,0.8472060846470276,1.0183193137872701,0.9941595687963989,0.9535758801983033,0.9905049968397939,-0.005260083139779341,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
"{'ffreq': '5', 'sfreq': '10'}",apo,1.2271392781158317,1.0018880010813433,0.9193815338873605,0.9319470350321214,0.89178493744164,0.9950957145199081,1.0017674552831424,0.971922655946374,1.003228780790563,-0.011779422337815865,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
"{'ffreq': '5', 'sfreq': '2'}",apo,1.2271392781158317,1.0010908560631282,0.9592454372262145,0.8959812552078392,0.8472060846470276,1.0183193137872701,0.9941595687963989,0.9535758801983033,0.9905049968397939,-0.005260083139779341,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
"{'ffreq': '5', 'sfreq': '5'}",apo,1.2271392781158317,1.000793759021276,,1.000793759021276,,1.000793759021276,1.000793759021276,1.000793759021276,1.000793759021276,,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
"{'ffreq': '10', 'sfreq': '10'}",cmo,,,,,,,,,,,,,,,,,,,,,,,profit_dedt,
"{'ffreq': '10', 'sfreq': '2'}",cmo,,,,,,,,,,,,,,,,,,,,,,,profit_dedt,
"{'ffreq': '10', 'sfreq': '5'}",cmo,,,,,,,,,,,,,,,,,,,,,,,profit_dedt,
"{'ffreq': '2', 'sfreq': '10'}",cmo,,,,,,,,,,,,,,,,,,,,,,,profit_dedt,
"{'ffreq': '2', 'sfreq': '2'}",cmo,,,,,,,,,,,,,,,,,,,,,,,profit_dedt,
"{'ffreq': '2', 'sfreq': '5'}",cmo,,,,,,,,,,,,,,,,,,,,,,,profit_dedt,
"{'ffreq': '5', 'sfreq': '10'}",cmo,,,,,,,,,,,,,,,,,,,,,,,profit_dedt,
"{'ffreq': '5', 'sfreq': '2'}",cmo,,,,,,,,,,,,,,,,,,,,,,,profit_dedt,
"{'ffreq': '5', 'sfreq': '5'}",cmo,,,,,,,,,,,,,,,,,,,,,,,profit_dedt,
{'freq': '10'},mom,1.2271392781158317,1.0025193616602146,0.9849892825149218,0.9254216614012505,0.8235387156819455,1.0025877679972375,1.000280050444546,1.000280050444546,0.999450782710846,-0.014064350476840154,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
{'freq': '2'},mom,1.2271392781158317,1.0006366748954132,0.9983001516516217,0.919839604056174,0.8131642383006631,1.0004920053378932,1.0000899303460011,1.0000899303460011,1.0001293508447848,-0.0030844733733607654,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
{'freq': '20'},mom,1.2271392781158317,1.004331216016384,0.9800959639451676,0.9440874239813217,0.8377148284186551,1.00630017507385,1.000437394199565,1.000437394199565,0.9975958187733072,-0.025669249379765953,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
{'freq': '240'},mom,1.2271392781158317,1.043972539733707,0.9237179792749671,0.9763023783761815,0.8759964499359107,1.0958171617333312,1.0479240773322456,1.0191485314993216,0.8488302761384547,-0.15930873634637926,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
{'freq': '5'},mom,1.2271392781158317,1.001402606790346,0.9887413319620116,0.9134214919303363,0.8115730220999564,1.0011819160266084,1.0001659249905295,1.0001659249905295,0.9999548959405951,-0.007557408512163263,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
{'freq': '60'},mom,1.2271392781158317,1.015470533966198,0.9640579349326855,0.9572983059557147,0.8369425944753044,1.0675606186941808,1.0047244970211888,0.994513388168734,0.9363711891460829,-0.07715303767386876,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
{'freq': '10'},rocr,1.2271392781158317,1.0012946492093093,1.0046087351957982,1.0722016948143422,0.8829662041451992,1.0029593717953267,1.000280050444546,1.000280050444546,0.999067840692853,0.004733788822720033,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
{'freq': '2'},rocr,1.2271392781158317,1.0004128831678993,1.0113099709581803,1.1079732409377514,0.8778946604632647,1.0005822044686794,1.0000899303460011,1.0000899303460011,1.0000388246793637,0.005338509569848542,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
{'freq': '20'},rocr,1.2271392781158317,1.0022302216418144,0.9888978184817974,1.0473630348549572,0.8975309362170207,1.0069987355751862,1.000437394199565,1.000437394199565,0.9968379369199097,0.00184284882827115,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
{'freq': '240'},rocr,1.2271392781158317,1.0286698819516997,0.9178461212569465,0.833942876042123,0.9114305173697963,1.0901810957985851,1.0065027976189316,1.006134268536339,0.905954431162393,-0.08328272007023979,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
{'freq': '5'},rocr,1.2271392781158317,1.0007489935709797,1.008132464131149,1.0918702817022943,0.8798944811158959,1.0013806500767717,1.0001659249905295,1.0001659249905295,0.9997539702951508,0.005948261727611971,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
{'freq': '60'},rocr,1.2271392781158317,1.0074750965422163,0.9775762567342198,1.025444561422416,0.760884979987173,1.052834994206493,1.0244097044491691,0.9785932028743004,0.9830972611657139,-0.03603893998541569,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
{'freq': '10'},rsi,1.2271392781158317,0.9711428771150837,1.0802189890836353,1.0115615119019865,,1.084809474069404,1.0409412139358827,0.9412128718556643,0.9854700395349472,-0.13842481221825703,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
{'freq': '2'},rsi,1.2271392781158317,1.015980927665766,0.955512093938451,1.0026027414081036,,0.9968392013919841,0.9979415597951165,1.0031835833221345,0.9709608182337549,-0.03903581420933736,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
{'freq': '20'},rsi,1.2271392781158317,0.952304672044156,1.1174235548937408,0.8169394093516086,1.014901789057411,1.0882247977479247,1.00915555265716,0.9406739255983663,1.0014650247607113,-0.10959263497651173,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
{'freq': '240'},rsi,1.2271392781158317,0.9583200323340809,1.0058302570544788,1.0249019201361027,1.1544231474988191,1.1688173376208215,0.9523545427379401,0.9835264116147492,0.9878547711936116,-0.11227852091152608,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
{'freq': '5'},rsi,1.2271392781158317,1.0003204968897623,0.9961760569220489,1.0061106351902234,,0.980573327151613,1.0413960748442554,0.9621854230508543,0.976249477282434,-0.11604527594668372,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
{'freq': '60'},rsi,1.2271392781158317,0.9776899385762446,1.0188136233300396,1.0716070891014364,0.9780618507993082,1.1284329566394726,1.0171143810357002,0.9280960235695024,1.0020513789982894,-0.10592218697760697,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,profit_dedt,
"{'ffreq': '10', 'sfreq': '10'}",apo,1.2271392781158317,1.0014968819333898,,1.0014968819333898,,1.0014968819333898,1.0014968819333898,1.0014968819333898,1.0014968819333898,,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
"{'ffreq': '10', 'sfreq': '2'}",apo,1.2271392781158317,1.0181845321310878,0.8746737006411267,0.7497703132858542,0.7236735097886198,0.9161225655114188,1.0392955225027636,1.0712279818393176,0.9042257697967936,-0.05507504121572968,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
"{'ffreq': '10', 'sfreq': '5'}",apo,1.2271392781158317,1.0199761963947478,0.8530146520260322,0.7279625532743937,0.7425567891506957,0.9186602739528145,1.039062209418387,1.0719453733785957,0.8996172968280968,-0.051258613760599106,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
"{'ffreq': '2', 'sfreq': '10'}",apo,1.2271392781158317,1.0181845321310878,0.8746737006411267,0.7497703132858542,0.7236735097886198,0.9161225655114188,1.0392955225027636,1.0712279818393176,0.9042257697967936,-0.05507504121572968,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
"{'ffreq': '2', 'sfreq': '2'}",apo,1.2271392781158317,1.000020408254308,,1.000020408254308,,1.000020408254308,1.000020408254308,1.000020408254308,1.000020408254308,,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
"{'ffreq': '2', 'sfreq': '5'}",apo,1.2271392781158317,1.0161157119703548,0.8416594442720311,0.7471790017322114,0.7315455039381971,0.9151811843459191,1.0387849887671254,1.0650760743435457,0.9122618510530294,-0.04808332164361653,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
"{'ffreq': '5', 'sfreq': '10'}",apo,1.2271392781158317,1.0199761963947478,0.8530146520260322,0.7279625532743937,0.7425567891506957,0.9186602739528145,1.039062209418387,1.0719453733785957,0.8996172968280968,-0.051258613760599106,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
"{'ffreq': '5', 'sfreq': '2'}",apo,1.2271392781158317,1.0161157119703548,0.8416594442720311,0.7471790017322114,0.7315455039381971,0.9151811843459191,1.0387849887671254,1.0650760743435457,0.9122618510530294,-0.04808332164361653,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
"{'ffreq': '5', 'sfreq': '5'}",apo,1.2271392781158317,1.0004036713395907,,1.0004036713395907,,1.0004036713395907,1.0004036713395907,1.0004036713395907,1.0004036713395907,,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
"{'ffreq': '10', 'sfreq': '10'}",cmo,,,,,,,,,,,,,,,,,,,,,,,ps_ttm,
"{'ffreq': '10', 'sfreq': '2'}",cmo,,,,,,,,,,,,,,,,,,,,,,,ps_ttm,
"{'ffreq': '10', 'sfreq': '5'}",cmo,,,,,,,,,,,,,,,,,,,,,,,ps_ttm,
"{'ffreq': '2', 'sfreq': '10'}",cmo,,,,,,,,,,,,,,,,,,,,,,,ps_ttm,
"{'ffreq': '2', 'sfreq': '2'}",cmo,,,,,,,,,,,,,,,,,,,,,,,ps_ttm,
"{'ffreq': '2', 'sfreq': '5'}",cmo,,,,,,,,,,,,,,,,,,,,,,,ps_ttm,
"{'ffreq': '5', 'sfreq': '10'}",cmo,,,,,,,,,,,,,,,,,,,,,,,ps_ttm,
"{'ffreq': '5', 'sfreq': '2'}",cmo,,,,,,,,,,,,,,,,,,,,,,,ps_ttm,
"{'ffreq': '5', 'sfreq': '5'}",cmo,,,,,,,,,,,,,,,,,,,,,,,ps_ttm,
{'freq': '10'},mom,1.2271392781158317,1.0197957251883407,0.8580400690048223,0.7527427570809614,0.7844398068673311,0.914378215967667,1.0412123647157332,1.072661110292152,0.8997160949953799,-0.05952846398664929,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
{'freq': '2'},mom,1.2271392781158317,1.014287633914585,0.8466834629781804,0.7826095158412526,0.6982854294583904,0.9139192520186163,1.0406755300100545,1.059921631821938,0.9163853145446429,-0.03017332152721847,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
{'freq': '20'},mom,1.2271392781158317,1.0258764664423408,0.8815174386666389,0.738208923578517,0.7834037760922977,0.9232007044293135,1.0350283695339306,1.0834141184335166,0.8796448227450493,-0.07272175519662716,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
{'freq': '240'},mom,1.2271392781158317,1.0691256424017783,0.9322793412837254,0.7991383476233569,0.7980185980475278,0.9337230626375573,1.0515610616944673,1.1426900797831392,0.7497525208417756,-0.0973732074968596,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
{'freq': '5'},mom,1.2271392781158317,1.0176153140269684,0.8475339375041632,0.7356839229893224,0.7059801851581161,0.9168823206667733,1.0399742374658554,1.0637165464953247,0.907111860181091,-0.058663215331201994,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
{'freq': '60'},mom,1.2271392781158317,1.0429356839789992,0.8836174215225627,0.7497943375719663,0.79131370547079,0.9317869063156786,1.0314786226379977,1.0869830131563176,0.8735637395282951,-0.04346876623068603,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
{'freq': '10'},rocr,1.2271392781158317,1.0073211492346528,0.9877068968820836,0.9702795340479399,1.0048843062818,0.9860075215227909,0.9981905494171288,1.0212882080455152,0.9868991510844164,-0.0560101149697525,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
{'freq': '2'},rocr,1.2271392781158317,0.9994766488487542,0.9831789175211445,1.0170003504771328,0.9336316042145544,0.9870204717751823,0.9973270150014781,1.0132836599715127,0.9963210183736861,-0.030539846306361328,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
{'freq': '20'},rocr,1.2271392781158317,1.0106599712881137,0.9927474859080196,0.9546002014946181,0.9164116071625081,0.9862252143090172,1.0000102671448303,1.030016564522407,0.9634526310258493,-0.06961610802831604,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
{'freq': '240'},rocr,1.2271392781158317,1.0330030029651367,0.9270043585607206,0.7269897310086645,0.6831763226287872,1.0039583359125472,1.022750816494875,1.0709572062086123,0.8310473009753638,-0.14226423709637157,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
{'freq': '5'},rocr,1.2271392781158317,1.0038378656342375,1.0056213471265467,0.9836426431274046,0.9427815726951801,0.9892304451150744,0.9958626749559436,1.0157124532041442,0.9929637238378423,-0.05830226220880541,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
{'freq': '60'},rocr,1.2271392781158317,1.0026725655735325,1.0025558291958374,0.89792127547733,0.8108119440016888,0.9946525046814213,1.0013513051598755,1.028676795649405,0.9603538160978763,-0.0450699177654862,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
{'freq': '10'},rsi,1.2271392781158317,0.9987249266677828,1.012344403267713,0.9682767145607253,0.9944535392103702,0.9720981803575506,1.0039471035291845,1.0131843948208443,0.9975948003871846,-0.041230916982957375,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
{'freq': '2'},rsi,1.2271392781158317,1.005831846347822,0.9924913521050818,0.9991760783981226,1.0034366373697863,0.9788310719115796,0.9972137194466151,1.003723199750192,1.0197220558226403,-0.007264158084768688,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
{'freq': '20'},rsi,1.2271392781158317,0.9972863772752218,1.0174808648880997,0.9559116501435806,0.987257738675043,0.9764268897360785,1.0084160646793134,1.0101881088832239,0.9802139646962716,-0.06035091804235085,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
{'freq': '240'},rsi,1.2271392781158317,1.0327877438039132,0.9804879083190347,0.8919198800964285,0.648154190920691,1.1783504821662982,0.9818320076922079,0.9499854222535976,0.8611237803417332,-0.17844487846724,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
{'freq': '5'},rsi,1.2271392781158317,1.0011975138557545,1.0057316666886824,0.9845575308929864,0.9974566359759445,0.9753598104458354,1.0005351539358098,1.0055773319174977,1.0151797670799008,-0.039446821294826497,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
{'freq': '60'},rsi,1.2271392781158317,1.0076843547098822,1.0104220071093686,0.9825622822007247,0.8640697991556906,1.0098109600720193,0.9913934871313087,1.0284713525958622,0.9647480343628165,-0.05898360938377514,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ps_ttm,
