cargs,deri,fgain240,fgain240_o0,fgain240_o1,fgain240_o2,fgain240_o3,"fgain240_p(0, 0.18)","fgain240_p(0.18, 0.5)","fgain240_p(0.5, 0.82)","fgain240_p(0.82, 1)",fgain240_pearson,fgain240_trend100,fgain240_trend101,fgain240_trend20,fgain240_trend200,fgain240_trend201,fgain240_trend21,fgain240_trend2400,fgain240_trend2401,fgain240_trend50,fgain240_trend51,fgain240_trend600,fgain240_trend601,ibase,ts_code
{'freq': '60'},rocr,1.2271392781158317,1.0088425799978558,0.9909295994470753,0.9566787362122551,0.828146145451481,0.9496572483337995,0.9949173184084333,1.0417134111496886,0.9924075982579015,-0.01930914163385467,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,high,
{'freq': '10'},rsi,1.2271392781158317,0.9910352618621876,1.0208067287231066,0.9789138346068452,0.9922706040229579,0.9551793131718834,0.999803539595904,1.0145324791133326,1.022404509127886,-0.027404272313258805,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,high,
{'freq': '2'},rsi,1.2271392781158317,0.9910647845989727,1.0135000191745953,0.9969366672399973,0.9979067019858197,0.9845801230451592,0.9892458582386588,1.0057179695565466,1.0223154682435909,-0.0071274413555073735,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,high,
{'freq': '20'},rsi,1.2271392781158317,0.9858060461964452,1.0355062074306316,0.9663838876390883,1.0086776709219607,0.9528622540065891,0.9943607238735789,1.017781528754385,1.020834057308614,-0.0364040649379193,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,high,
{'freq': '240'},rsi,1.2271392781158317,1.0268697081522236,1.0045069472832613,0.8952582884828767,0.6924430022048237,1.1288028725396455,0.9744473961090633,0.9594703304643764,0.9438265433707616,-0.14749757900843738,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,high,
{'freq': '5'},rsi,1.2271392781158317,1.0032659463723617,1.0011644137475497,0.9834101350524136,1.0068317852131787,0.9686956774895851,0.9977808154363567,1.0051799934773233,1.0258480813653788,-0.0304013956116201,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,high,
{'freq': '60'},rsi,1.2271392781158317,0.9837622333781841,1.04084245141642,0.9858424899063785,0.9340908624126303,0.9658805526658186,0.9526032392026931,1.048851531286441,1.024133208269301,-0.022851997783566957,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,high,
"{'ffreq': '10', 'sfreq': '10'}",apo,1.2271392781158317,1.0014968819333898,,1.0014968819333898,,1.0014968819333898,1.0014968819333898,1.0014968819333898,1.0014968819333898,,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
"{'ffreq': '10', 'sfreq': '2'}",apo,1.2271392781158317,1.0274436001777474,0.8217457484909122,0.6763400754001424,0.6385534254551811,0.8330080841218058,1.0571198008321665,1.112053083136301,0.8734182185218756,-0.020614810193595127,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
"{'ffreq': '10', 'sfreq': '5'}",apo,1.2271392781158317,1.0290975647219893,0.8347383016596979,0.6607152053429736,0.6549580828497693,0.8518209308880342,1.0743685741249505,1.094421626831007,0.8546780576531972,-0.023695076510472302,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
"{'ffreq': '2', 'sfreq': '10'}",apo,1.2271392781158317,1.0274436001777474,0.8217457484909122,0.6763400754001424,0.6385534254551811,0.8330080841218058,1.0571198008321665,1.112053083136301,0.8734182185218756,-0.020614810193595127,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
"{'ffreq': '2', 'sfreq': '2'}",apo,1.2271392781158317,1.000020408254308,,1.000020408254308,,1.000020408254308,1.000020408254308,1.000020408254308,1.000020408254308,,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
"{'ffreq': '2', 'sfreq': '5'}",apo,1.2271392781158317,1.0239578051003064,0.8484901981388299,0.6668717390132795,0.6440720412080023,0.8508581285921618,1.0662194956508566,1.096522606243608,0.8685754414999772,-0.00531636720261966,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
"{'ffreq': '5', 'sfreq': '10'}",apo,1.2271392781158317,1.0290975647219893,0.8347383016596979,0.6607152053429736,0.6549580828497693,0.8518209308880342,1.0743685741249505,1.094421626831007,0.8546780576531972,-0.023695076510472302,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
"{'ffreq': '5', 'sfreq': '2'}",apo,1.2271392781158317,1.0239578051003064,0.8484901981388299,0.6668717390132795,0.6440720412080023,0.8508581285921618,1.0662194956508566,1.096522606243608,0.8685754414999772,-0.00531636720261966,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
"{'ffreq': '5', 'sfreq': '5'}",apo,1.2271392781158317,1.0004036713395907,,1.0004036713395907,,1.0004036713395907,1.0004036713395907,1.0004036713395907,1.0004036713395907,,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
"{'ffreq': '10', 'sfreq': '10'}",cmo,,,,,,,,,,,,,,,,,,,,,,,ivola,
"{'ffreq': '10', 'sfreq': '2'}",cmo,,,,,,,,,,,,,,,,,,,,,,,ivola,
"{'ffreq': '10', 'sfreq': '5'}",cmo,,,,,,,,,,,,,,,,,,,,,,,ivola,
"{'ffreq': '2', 'sfreq': '10'}",cmo,,,,,,,,,,,,,,,,,,,,,,,ivola,
"{'ffreq': '2', 'sfreq': '2'}",cmo,,,,,,,,,,,,,,,,,,,,,,,ivola,
"{'ffreq': '2', 'sfreq': '5'}",cmo,,,,,,,,,,,,,,,,,,,,,,,ivola,
"{'ffreq': '5', 'sfreq': '10'}",cmo,,,,,,,,,,,,,,,,,,,,,,,ivola,
"{'ffreq': '5', 'sfreq': '2'}",cmo,,,,,,,,,,,,,,,,,,,,,,,ivola,
"{'ffreq': '5', 'sfreq': '5'}",cmo,,,,,,,,,,,,,,,,,,,,,,,ivola,
{'freq': '10'},mom,1.2271392781158317,1.0303011752796432,0.8735046286043204,0.674161219604967,0.6143318973085709,0.8701137425570532,1.0729274075678048,1.0773470651935484,0.8701838429260443,-0.019946059712471046,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
{'freq': '2'},mom,1.2271392781158317,1.0253130921699,0.836238328290355,0.7027416394139799,0.6535127966098657,0.8645570324488757,1.069011593576406,1.0788646222501854,0.8727505008954745,-0.0005903645394843513,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
{'freq': '20'},mom,1.2271392781158317,1.0344292640189314,0.8522951512691278,0.69728667531114,0.6221226545891732,0.8670508875460844,1.0729872181466127,1.0894351043397708,0.8606069362447111,-0.015740670725015497,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
{'freq': '240'},mom,1.2271392781158317,1.0466152398068738,0.926943511815573,0.7162021926138981,0.7604138239849486,0.9114386591444119,1.083554754122006,1.123553478345078,0.8026425786640707,-0.05906021577210846,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
{'freq': '5'},mom,1.2271392781158317,1.0279296273446,0.8693084998601882,0.6674787794693079,0.6241458267381018,0.8693348646602701,1.0689639593040887,1.0778537020795569,0.8690089904102278,-0.027430905745518902,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
{'freq': '60'},mom,1.2271392781158317,1.0395195913068924,0.8720995971155213,0.7295407568764019,0.6491167385909878,0.8824806670334161,1.0709204742400102,1.0928683341459333,0.8534669001532929,-0.04365831380386721,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
{'freq': '10'},rocr,1.2271392781158317,1.0021354061624306,0.9904661741862162,1.0174276053929823,0.928638603877397,0.9937478240169928,1.0047164777404933,1.003221309604125,1.0008303096336726,-0.011354394233089888,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
{'freq': '2'},rocr,1.2271392781158317,1.0012651183874548,0.9903493527957293,0.9754412021262729,0.8681733552623699,0.9868908741958995,1.004925453415742,1.0075759574713645,0.9917741309317104,-0.004553139238670995,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
{'freq': '20'},rocr,1.2271392781158317,1.003595072710147,1.051819312984173,0.9548975135153076,0.832923641543386,0.988415853790964,1.0038890548010697,1.009126616282861,1.0042771533045143,-0.012226513714611049,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
{'freq': '240'},rocr,1.2271392781158317,1.0221266040630526,0.774916427061609,0.7483975820127529,0.7213926449919033,0.9856263194624777,1.0297686068132144,1.0427176475507376,0.9449978034519458,-0.06796549971951525,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
{'freq': '5'},rocr,1.2271392781158317,1.0021215383797546,0.9602107426487446,0.9867228294118768,0.9219973040013056,0.9951677344928532,1.0000484396128453,1.0065771503982908,0.996356709229639,-0.031084800748349614,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
{'freq': '60'},rocr,1.2271392781158317,1.007206483266636,1.0729727601459138,1.003762471666471,1.1505243963789578,0.993547887624527,1.0057227156043176,1.007986135718316,1.01135983289644,-0.023380116092396496,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
{'freq': '10'},rsi,1.2271392781158317,1.000136729750522,1.0056336831250454,1.0092084947910454,1.05028716191516,1.0016030038321242,0.9963659530284473,1.0034007533330138,1.0069934007218415,-0.012484082538293058,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
{'freq': '2'},rsi,1.2271392781158317,0.9952832592993601,1.0007930521962145,1.009389458782381,0.999196194794894,1.001168106074612,0.997156347206824,0.9999998338540219,1.0039910379883001,0.005059835845960834,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
{'freq': '20'},rsi,1.2271392781158317,1.0030205393436147,1.0009775059930577,1.0591567256888395,0.9694388331274747,1.002173255180172,0.9957659560443767,1.0061221779120368,1.0070460808295312,-0.01557669707983655,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
{'freq': '240'},rsi,1.2271392781158317,1.0224499016867354,0.9857066360266801,0.8590933757947753,0.6876928204232835,1.008552839261479,1.0030305597837015,1.0339551897483632,0.9943658795377165,-0.05214775806188105,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
{'freq': '5'},rsi,1.2271392781158317,0.9984063188725315,1.0033532756957029,1.006864122230919,1.0181123319958736,1.0012905062462534,0.9987050989005088,0.9988747917861602,1.0057647168055583,-0.024337225363160946,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
{'freq': '60'},rsi,1.2271392781158317,1.004552428838893,1.0170355541488016,1.01505609172495,0.9762911229585133,1.0004876445757114,0.9986796222027631,1.0127559370876065,1.003923678868119,-0.03881960283407623,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,ivola,
"{'ffreq': '10', 'sfreq': '10'}",apo,1.2271392781158317,1.0014968819333898,,1.0014968819333898,,1.0014968819333898,1.0014968819333898,1.0014968819333898,1.0014968819333898,,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
"{'ffreq': '10', 'sfreq': '2'}",apo,1.2271392781158317,1.0313983561275348,0.8473982661537036,0.7149410044357711,0.6851617977322237,0.8705789911507397,1.0737648730508393,1.0884778624700462,0.8440589076134941,-0.052975893575870264,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
"{'ffreq': '10', 'sfreq': '5'}",apo,1.2271392781158317,1.0304391548801601,0.8442171081960267,0.7158720923649784,0.7101747860679435,0.8710674792677036,1.0761119981401432,1.0858614351839528,0.8438452153012916,-0.0498760573505803,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
"{'ffreq': '2', 'sfreq': '10'}",apo,1.2271392781158317,1.0313983561275348,0.8473982661537036,0.7149410044357711,0.6851617977322237,0.8705789911507397,1.0737648730508393,1.0884778624700462,0.8440589076134941,-0.052975893575870264,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
"{'ffreq': '2', 'sfreq': '2'}",apo,1.2271392781158317,1.000020408254308,,1.000020408254308,,1.000020408254308,1.000020408254308,1.000020408254308,1.000020408254308,,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
"{'ffreq': '2', 'sfreq': '5'}",apo,1.2271392781158317,1.0281161907523948,0.8611143380411563,0.7033004001857368,0.6855574765692549,0.8719697894004714,1.0756114857886152,1.0798392329350133,0.8575515094149658,-0.04364861744035646,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
"{'ffreq': '5', 'sfreq': '10'}",apo,1.2271392781158317,1.0304391548801601,0.8442171081960267,0.7158720923649784,0.7101747860679435,0.8710674792677036,1.0761119981401432,1.0858614351839528,0.8438452153012916,-0.0498760573505803,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
"{'ffreq': '5', 'sfreq': '2'}",apo,1.2271392781158317,1.0281161907523948,0.8611143380411563,0.7033004001857368,0.6855574765692549,0.8719697894004714,1.0756114857886152,1.0798392329350133,0.8575515094149658,-0.04364861744035646,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
"{'ffreq': '5', 'sfreq': '5'}",apo,1.2271392781158317,1.0004036713395907,,1.0004036713395907,,1.0004036713395907,1.0004036713395907,1.0004036713395907,1.0004036713395907,,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
"{'ffreq': '10', 'sfreq': '10'}",cmo,,,,,,,,,,,,,,,,,,,,,,,low,
"{'ffreq': '10', 'sfreq': '2'}",cmo,,,,,,,,,,,,,,,,,,,,,,,low,
"{'ffreq': '10', 'sfreq': '5'}",cmo,,,,,,,,,,,,,,,,,,,,,,,low,
"{'ffreq': '2', 'sfreq': '10'}",cmo,,,,,,,,,,,,,,,,,,,,,,,low,
"{'ffreq': '2', 'sfreq': '2'}",cmo,,,,,,,,,,,,,,,,,,,,,,,low,
"{'ffreq': '2', 'sfreq': '5'}",cmo,,,,,,,,,,,,,,,,,,,,,,,low,
"{'ffreq': '5', 'sfreq': '10'}",cmo,,,,,,,,,,,,,,,,,,,,,,,low,
"{'ffreq': '5', 'sfreq': '2'}",cmo,,,,,,,,,,,,,,,,,,,,,,,low,
"{'ffreq': '5', 'sfreq': '5'}",cmo,,,,,,,,,,,,,,,,,,,,,,,low,
{'freq': '10'},mom,1.2271392781158317,1.028265300321009,0.8346171045812479,0.69563734293534,0.731179725515003,0.8626121102209983,1.07933813215658,1.0885509709480556,0.8402454411471515,-0.05716285440089301,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
{'freq': '2'},mom,1.2271392781158317,1.0300096949297897,0.8354798122887125,0.7180140279198816,0.6471904290716833,0.8714417295932663,1.0736646408456272,1.075532696390101,0.8607683428038859,-0.024777147724335428,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
{'freq': '20'},mom,1.2271392781158317,1.0315337096222197,0.8368597429553362,0.7245150417399513,0.7484365012444482,0.8611818701752564,1.0758895372006598,1.1023939560522729,0.8243281418921103,-0.07461126459783046,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
{'freq': '240'},mom,1.2271392781158317,1.0471887100570925,0.918283528182217,0.8129325333741018,0.7700530111939331,0.9789379266339243,1.0139087034138925,1.1633042920950436,0.6948474732756,-0.1935896600846018,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
{'freq': '5'},mom,1.2271392781158317,1.0296974110409491,0.8410915148316414,0.7017398372059939,0.6869262123692012,0.8711587633623387,1.074634759778238,1.080477366421044,0.8466906231467907,-0.04594712540244335,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
{'freq': '60'},mom,1.2271392781158317,1.0475928094398423,0.9107025600492221,0.7027783067170863,0.7541112495030897,0.8725406618654151,1.05740095887244,1.1271432027657566,0.8160847126998095,-0.04855328565497302,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
{'freq': '10'},rocr,1.2271392781158317,1.0031261999334247,0.992825760171125,0.9960538062700426,0.9216573293953639,0.9711228749793425,1.0004135989121974,1.0228165200618071,0.9943198662446208,-0.03803583997833651,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
{'freq': '2'},rocr,1.2271392781158317,1.0047766378198724,0.9855308267253201,0.9666887510888355,0.9760731476224109,0.987284927509918,0.9923862503831244,1.014989738296719,1.0012002935514253,-0.017642124973279435,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
{'freq': '20'},rocr,1.2271392781158317,1.0135776763389268,0.9683857159331899,1.002046616980442,0.9083073065033755,0.9601959761802313,1.002809591425746,1.0350552763443004,0.9802657008238875,-0.05066531066925013,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
{'freq': '240'},rocr,1.2271392781158317,1.0104965428038144,0.9873235342244032,0.7576232028641869,0.5937911790927607,1.0397158015226298,0.95658712256466,1.089006231258742,0.8800822677540162,-0.16609917906466945,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
{'freq': '5'},rocr,1.2271392781158317,1.003092963616793,0.9728560453209302,0.9803462480590539,0.9714041120951783,0.9813396580527783,0.9953846611720882,1.0167963317222197,0.9961676618622108,-0.033903121703039975,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
{'freq': '60'},rocr,1.2271392781158317,1.0088019085717501,0.9629631133416511,0.9805445817186424,0.8216364699742156,0.9450486682358359,0.9929709237621603,1.0525445800429283,0.9915548644815442,-0.017368595162596038,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
{'freq': '10'},rsi,1.2271392781158317,0.9950766373491496,1.017896373178498,0.9899293597561974,0.9690189252071457,0.9556498957434971,0.998087724338604,1.0184051999514905,1.0146600840643336,-0.021188861353379287,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
{'freq': '2'},rsi,1.2271392781158317,1.017903061684057,0.9837812951707231,0.9973244432410069,0.9951476043913529,0.9767354674361833,0.9994701545699921,0.9992673753962444,1.025824290034594,-0.006210524370845755,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
{'freq': '20'},rsi,1.2271392781158317,0.9895132137396133,1.0328468788406475,0.9411676457893128,1.0400783477356847,0.9502368365047399,0.9910236056581769,1.0204698981840685,1.0151161217955857,-0.026728595745464913,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
{'freq': '240'},rsi,1.2271392781158317,1.017989311833534,0.9848548848736277,0.9457261554552924,0.7073340801882081,1.128534526818804,0.9873857693879168,0.9445507412406726,0.9300688313273187,-0.14285082110792988,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,low,
